# x 	 y 	 value
# Depth = 4, x = -5.00000 - -4.25000, y = 18.12500 - 20.00000
-4.56545	19.46771	12.0	
-4.72106	19.67733	12.0	
-4.52871	19.92363	12.0	
-4.82999	19.27309	12.0	
-4.60626	19.46567	12.0	
-4.33217	18.32075	12.0	
-4.67071	19.72054	12.0	
-4.49389	19.90509	12.0	
-4.95894	18.51672	12.0	
-4.45337	18.58004	12.0	
-4.97974	19.97537	12.0	
-4.49494	18.85353	12.0	
-4.64840	19.49581	12.0	
-4.29065	19.09150	12.0	
-4.70513	19.30954	12.0	
-4.44743	19.22026	12.0	
-4.93094	18.54655	12.0	
-4.78646	18.31913	12.0	
-4.55768	18.57668	12.0	
-4.62772	18.14051	12.0	
-4.78826	19.62588	12.0	
-4.96159	19.44276	12.0	
-4.85647	19.65526	12.0	
-4.75364	19.93728	12.0	
-4.28051	18.63565	12.0	
-4.57456	19.69893	12.0	
-4.78173	19.16794	12.0	
-4.95362	19.59940	12.0	
-4.65623	18.20217	12.0	
-4.86225	19.00566	12.0	
-4.70492	19.09034	12.0	
-4.61379	18.63312	12.0	
-4.62533	19.01155	12.0	
-4.93374	18.88547	12.0	
-4.81930	19.21468	12.0	
-4.80064	19.65303	12.0	
-4.68922	19.94105	12.0	
-4.39929	19.33255	12.0	
-4.64365	19.71392	12.0	
-4.28773	18.26140	12.0	
-4.52433	19.32013	12.0	
-4.57571	19.69072	12.0	
-4.43315	18.19665	12.0	
-4.55741	18.26009	12.0	
-4.26667	18.65271	12.0	
-4.41810	18.42779	12.0	
-4.29939	18.80749	12.0	
-4.96603	19.86314	12.0	
-4.69946	18.83183	12.0	
-4.45014	18.54480	12.0	
# Depth = 5, x = -4.25000 - -3.87500, y = 19.06250 - 20.00000
-3.97029	19.40812	12.0	
-3.94381	19.71924	12.0	
-4.00856	19.14699	12.0	
-4.06563	19.66981	12.0	
-4.17068	19.66583	12.0	
-4.09968	19.89603	12.0	
-3.98739	19.74302	12.0	
-4.12676	19.51173	12.0	
-4.07116	19.62195	12.0	
-4.18148	19.53719	12.0	
-4.11044	19.18142	12.0	
-4.01811	19.47219	12.0	
-3.91162	19.61957	12.0	
-3.94957	19.66868	12.0	
-4.12106	19.23360	12.0	
-4.01569	19.82278	12.0	
-4.07401	19.11741	12.0	
-4.22372	19.89039	12.0	
-3.89345	19.64392	12.0	
-4.07177	19.47319	12.0	
-4.08762	19.52073	12.0	
-3.91022	19.46170	12.0	
-3.94130	19.83952	12.0	
-4.21160	19.55719	12.0	
-4.17018	19.46939	12.0	
-4.18161	19.19136	12.0	
-4.18600	19.20479	12.0	
-3.90828	19.72162	12.0	
-4.05451	19.68060	12.0	
-4.24519	19.94877	12.0	
-4.08438	19.31875	12.0	
-3.96164	19.91042	12.0	
-4.21651	19.29952	12.0	
-3.90859	19.69077	12.0	
-4.20184	19.39282	12.0	
-4.13760	19.34170	12.0	
-3.92953	19.36937	12.0	
-4.20852	19.38335	12.0	
-3.97565	19.68124	12.0	
-4.07536	19.37130	12.0	
-4.00145	19.69192	12.0	
-4.17803	19.51018	12.0	
-4.04051	19.71827	12.0	
-4.20191	19.49437	12.0	
-3.96036	19.43980	12.0	
-4.24400	19.61657	12.0	
-4.22948	19.80288	12.0	
-3.91060	19.75016	12.0	
-3.92523	19.76076	12.0	
-4.24703	19.62997	12.0	
# Depth = 5, x = -3.87500 - -3.50000, y = 19.06250 - 20.00000
-3.67258	19.60097	12.0	
-3.62591	19.76018	12.0	
-3.73850	19.27661	12.0	
-3.85981	19.95943	12.0	
-3.61599	19.92512	12.0	
-3.50056	19.53251	12.0	
-3.69711	19.69440	12.0	
-3.61936	19.96471	12.0	
-3.78914	19.30339	12.0	
-3.75872	19.97977	12.0	
-3.58770	19.11153	12.0	
-3.52766	19.36697	12.0	
-3.69269	19.85419	12.0	
-3.76334	19.20599	12.0	
-3.51395	19.58332	12.0	
-3.80482	19.34517	12.0	
-3.51812	19.22730	12.0	
-3.63775	19.77707	12.0	
-3.75251	19.70919	12.0	
-3.65596	19.78434	12.0	
-3.81187	19.39373	12.0	
-3.74679	19.39866	12.0	
-3.63893	19.85832	12.0	
-3.78071	19.53349	12.0	
-3.58918	19.33589	12.0	
-3.52764	19.69346	12.0	
-3.74238	19.67155	12.0	
-3.57289	19.72508	12.0	
-3.65344	19.64107	12.0	
-3.62646	19.97901	12.0	
-3.59356	19.38954	12.0	
-3.67699	19.20917	12.0	
-3.78815	19.74760	12.0	
-3.83636	19.27514	12.0	
-3.74524	19.12205	12.0	
-3.79759	19.65192	12.0	
-3.73680	19.91605	12.0	
-3.65122	19.78609	12.0	
-3.85605	19.63236	12.0	
-3.59946	19.72161	12.0	
-3.60206	19.89893	12.0	
-3.85502	19.26149	12.0	
-3.74942	19.48626	12.0	
-3.80683	19.13286	12.0	
-3.75749	19.92681	12.0	
-3.72632	19.97131	12.0	
-3.78067	19.25935	12.0	
-3.70171	19.46486	12.0	
-3.84254	19.86347	12.0	
-3.53558	19.96437	12.0	
# Depth = 5, x = -4.25000 - -3.87500, y = 18.12500 - 19.06250
-3.98253	18.93143	12.0	
-4.12454	18.55070	12.0	
-4.18364	18.56724	12.0	
-4.24507	18.57139	12.0	
-3.92373	18.78491	12.0	
-4.20880	18.54055	12.0	
-4.12032	18.59836	12.0	
-4.19832	18.59313	12.0	
-3.97505	18.33076	12.0	
-4.15824	18.59345	12.0	
-4.15219	18.72314	12.0	
-4.12636	18.99408	12.0	
-4.11466	18.32678	12.0	
-4.00318	18.69926	12.0	
-3.93068	18.91827	12.0	
-4.16429	19.01963	12.0	
-4.22955	18.87169	12.0	
-4.08072	18.66980	12.0	
-3.88172	18.83900	12.0	
-4.03452	18.90188	12.0	
-4.22176	18.19406	12.0	
-4.20519	18.65628	12.0	
-4.24750	18.40909	12.0	
-4.14733	18.41884	12.0	
-3.94666	18.84675	12.0	
-4.23528	18.26948	12.0	
-3.94881	19.05650	12.0	
-3.89621	18.37070	12.0	
-4.12746	18.37414	12.0	
-4.14469	18.85682	12.0	
-4.04373	18.89305	12.0	
-3.99982	18.38600	12.0	
-3.95600	18.52567	12.0	
-4.00735	18.23252	12.0	
-4.18724	18.14680	12.0	
-3.92867	18.44369	12.0	
-3.93289	18.95642	12.0	
-4.03223	19.01763	12.0	
-4.03473	18.45975	12.0	
-3.93643	18.41585	12.0	
-4.21056	18.65283	12.0	
-3.87786	18.31437	12.0	
-4.04947	19.04372	12.0	
-4.08811	18.64209	12.0	
-4.06330	18.65294	12.0	
-4.23348	18.65172	12.0	
-4.08298	18.24099	12.0	
-4.11843	18.16168	12.0	
-4.20643	18.76799	12.0	
-3.87789	18.77085	12.0	
# Depth = 5, x = -3.87500 - -3.50000, y = 18.12500 - 19.06250
-3.81518	18.95048	12.0	
-3.65099	19.03627	12.0	
-3.70105	18.36984	12.0	
-3.87355	18.20095	12.0	
-3.87383	18.39484	12.0	
-3.59895	18.68132	12.0	
-3.77496	18.99225	12.0	
-3.78247	18.20942	12.0	
-3.86454	18.71362	12.0	
-3.68052	18.53851	12.0	
-3.76699	18.44236	12.0	
-3.70482	18.95456	12.0	
-3.78419	19.00236	12.0	
-3.71462	18.39263	12.0	
-3.65796	18.89564	12.0	
-3.72144	19.05380	12.0	
-3.58206	18.60946	12.0	
-3.69144	18.40372	12.0	
-3.64846	18.80078	12.0	
-3.60896	18.21904	12.0	
-3.72210	18.23933	12.0	
-3.79005	18.61907	12.0	
-3.83766	18.94884	12.0	
-3.83339	18.18358	12.0	
-3.66387	19.06158	12.0	
-3.57598	18.35059	12.0	
-3.70391	18.61184	12.0	
-3.51043	18.44535	12.0	
-3.52727	18.16604	12.0	
-3.52375	18.59197	12.0	
-3.62042	18.47236	12.0	
-3.52473	18.31002	12.0	
-3.82939	18.20130	12.0	
-3.77588	18.78362	12.0	
-3.84308	18.36596	12.0	
-3.56207	18.48333	12.0	
-3.61016	18.70841	12.0	
-3.58285	18.90574	12.0	
-3.61682	18.62540	12.0	
-3.64468	18.13499	12.0	
-3.56402	18.84100	12.0	
-3.53484	18.80606	12.0	
-3.56891	18.90025	12.0	
-3.50871	18.31191	12.0	
-3.80533	18.65919	12.0	
-3.80407	18.47248	12.0	
-3.66438	18.38826	12.0	
-3.81442	18.77568	12.0	
-3.67065	18.45749	12.0	
-3.67485	18.56323	12.0	
# Depth = 4, x = -5.00000 - -4.25000, y = 16.25000 - 18.12500
-4.59637	18.00370	12.0	
-4.39512	18.04646	12.0	
-4.41309	17.04824	12.0	
-4.47839	17.07014	12.0	
-4.40788	17.56391	12.0	
-4.60293	16.79772	12.0	
-4.27721	18.05395	12.0	
-4.34279	17.69604	12.0	
-4.60073	17.67644	12.0	
-4.36060	17.05221	12.0	
-4.25557	16.53262	12.0	
-4.55361	16.64956	12.0	
-4.86782	17.90208	12.0	
-4.82956	18.09093	12.0	
-4.92255	17.01914	12.0	
-4.32226	17.42114	12.0	
-4.60830	17.71977	12.0	
-4.48359	17.65142	12.0	
-4.26656	16.52803	12.0	
-4.27062	17.62888	12.0	
-4.61693	16.81892	12.0	
-4.45317	17.45726	12.0	
-4.56508	17.26248	12.0	
-4.86072	17.99081	12.0	
-4.59704	17.95566	12.0	
-4.86813	17.06147	12.0	
-4.51063	16.85435	12.0	
-4.38223	16.53874	12.0	
-4.29671	16.82189	12.0	
-4.74157	17.90664	12.0	
-4.32315	17.60017	12.0	
-4.38174	16.56844	12.0	
-4.99557	16.94918	12.0	
-4.79656	17.48306	12.0	
-4.56804	17.26800	12.0	
-4.93822	17.75832	12.0	
-4.51757	17.60288	12.0	
-4.78895	17.81990	12.0	
-4.68129	17.03015	12.0	
-4.72553	17.88966	12.0	
-4.42972	16.71868	12.0	
-4.95277	17.90562	12.0	
-4.61184	17.92035	12.0	
-4.35023	16.75571	12.0	
-4.61085	16.44678	12.0	
-4.68041	16.91280	12.0	
-4.41555	17.30454	12.0	
-4.82742	18.00474	12.0	
-4.65703	17.69508	12.0	
-4.98087	17.47726	12.0	
# Depth = 4, x = -4.25000 - -3.50000, y = 16.25000 - 18.12500
-3.96728	17.83117	12.0	
-3.60590	17.53373	12.0	
-4.21714	16.56809	12.0	
-3.55141	16.80234	12.0	
-3.86925	18.05216	12.0	
-3.80702	16.99454	12.0	
-3.83535	18.00414	12.0	
-4.06789	17.38247	12.0	
-4.05852	16.53911	12.0	
-4.13696	17.99739	12.0	
-3.70447	16.48199	12.0	
-3.57271	17.07219	12.0	
-3.93034	17.88152	12.0	
-3.71338	17.36137	12.0	
-3.51239	17.27474	12.0	
-4.00385	16.25932	12.0	
-3.71383	17.12138	12.0	
-3.52329	16.45681	12.0	
-4.09285	17.44695	12.0	
-3.61635	17.73911	12.0	
-3.80813	16.37468	12.0	
-3.82782	17.57647	12.0	
-3.67257	16.66067	12.0	
-3.79503	16.68633	12.0	
-4.18356	17.85978	12.0	
-3.70175	17.71061	12.0	
-3.99789	16.72055	12.0	
-3.63049	16.62804	12.0	
-3.56201	17.38575	12.0	
-4.04951	17.83723	12.0	
-3.68440	17.71732	12.0	
-3.76599	16.89284	12.0	
-3.88761	16.27438	12.0	
-3.70621	17.79602	12.0	
-4.14781	17.24551	12.0	
-3.66818	16.40421	12.0	
-4.01143	17.40228	12.0	
-3.51593	16.96194	12.0	
-4.19947	16.57603	12.0	
-4.16153	16.64980	12.0	
-3.94501	17.55613	12.0	
-3.57221	17.03690	12.0	
-4.11311	17.59459	12.0	
-3.96764	16.72573	12.0	
-4.11076	16.56841	12.0	
-3.98510	17.00344	12.0	
-3.88266	17.23002	12.0	
-3.94284	17.49922	12.0	
-3.60871	16.97682	12.0	
-4.00069	17.14796	12.0	
# Depth = 5, x = -3.50000 - -3.12500, y = 19.06250 - 20.00000
-3.41898	19.35053	12.0	
-3.39600	19.57449	12.0	
-3.39997	19.46960	12.0	
-3.36590	19.43335	12.0	
-3.17167	19.66173	12.0	
-3.34672	19.22374	12.0	
-3.15176	19.97724	12.0	
-3.31896	19.48027	12.0	
-3.49525	19.30305	12.0	
-3.46758	19.41954	12.0	
-3.25497	19.10990	12.0	
-3.35218	19.65829	12.0	
-3.40740	19.24886	12.0	
-3.34354	19.24285	12.0	
-3.25403	19.64912	12.0	
-3.17915	19.77116	12.0	
-3.47776	19.87999	12.0	
-3.16203	19.43300	12.0	
-3.24759	19.79141	12.0	
-3.46233	19.08701	12.0	
-3.29094	19.15821	12.0	
-3.22094	19.29049	12.0	
-3.26680	19.49135	12.0	
-3.19773	19.56181	12.0	
-3.19649	19.83251	12.0	
-3.40668	19.79342	12.0	
-3.14237	19.68888	12.0	
-3.18220	19.42542	12.0	
-3.36410	19.68213	12.0	
-3.44698	19.32263	12.0	
-3.24157	19.58882	12.0	
-3.26160	19.94754	12.0	
-3.46933	19.75156	12.0	
-3.12507	19.14423	12.0	
-3.37903	19.29274	12.0	
-3.23362	19.47003	12.0	
-3.41375	19.34030	12.0	
-3.28230	19.27891	12.0	
-3.49743	19.23955	12.0	
-3.48417	19.10676	12.0	
-3.32035	19.87982	12.0	
-3.40706	19.86857	12.0	
-3.26675	19.44084	12.0	
-3.37469	19.97889	12.0	
-3.27322	19.89010	12.0	
-3.18591	19.18760	12.0	
-3.32352	19.86143	12.0	
-3.46282	19.34927	12.0	
-3.49737	19.72811	12.0	
-3.25996	19.98849	12.0	
# Depth = 6, x = -3.12500 - -2.93750, y = 19.53125 - 20.00000
-3.11296	19.56808	12.0	
-3.08473	19.70012	12.0	
-2.99770	19.67648	12.0	
-2.97348	19.57252	12.0	
-3.02729	19.82747	12.0	
-3.03303	19.57069	12.0	
-3.07525	19.78775	12.0	
-2.94605	19.87256	12.0	
-3.07474	19.56120	12.0	
-3.09557	19.68818	12.0	
-3.09382	19.59377	12.0	
-3.10076	19.96969	12.0	
-3.07654	19.61846	12.0	
-3.05400	19.91930	12.0	
-2.94542	19.72991	12.0	
-2.96738	19.91352	12.0	
-3.10197	19.63145	12.0	
-3.03358	19.72313	12.0	
-3.02969	19.65101	12.0	
-2.99802	19.98956	12.0	
-3.06207	19.59859	12.0	
-3.08692	19.64349	12.0	
-3.09961	19.88695	12.0	
