# Depth 	 x_min 	 x_max 	 y_min 	 y_max 	 node value
4	-5.00000	-4.25000	18.12500	20.00000	12.000	
5	-4.25000	-3.87500	19.06250	20.00000	12.000	
5	-3.87500	-3.50000	19.06250	20.00000	12.000	
5	-4.25000	-3.87500	18.12500	19.06250	12.000	
5	-3.87500	-3.50000	18.12500	19.06250	12.000	
4	-5.00000	-4.25000	16.25000	18.12500	12.000	
4	-4.25000	-3.50000	16.25000	18.12500	12.000	
6	-3.50000	-3.31250	19.53125	20.00000	12.000	
6	-3.31250	-3.12500	19.53125	20.00000	12.000	
6	-3.50000	-3.31250	19.06250	19.53125	12.000	
6	-3.31250	-3.12500	19.06250	19.53125	12.000	
7	-3.12500	-3.03125	19.76562	20.00000	12.000	
7	-3.03125	-2.93750	19.76562	20.00000	11.917	
7	-3.12500	-3.03125	19.53125	19.76562	12.000	
7	-3.03125	-2.93750	19.53125	19.76562	11.836	
7	-2.93750	-2.84375	19.76562	20.00000	11.290	
7	-2.84375	-2.75000	19.76562	20.00000	11.009	
7	-2.93750	-2.84375	19.53125	19.76562	10.942	
7	-2.84375	-2.75000	19.53125	19.76562	10.440	
7	-3.12500	-3.03125	19.29688	19.53125	12.000	
7	-3.03125	-2.93750	19.29688	19.53125	11.746	
7	-3.12500	-3.03125	19.06250	19.29688	12.000	
7	-3.03125	-2.93750	19.06250	19.29688	11.670	
7	-2.93750	-2.84375	19.29688	19.53125	10.672	
7	-2.84375	-2.75000	19.29688	19.53125	9.853	
7	-2.93750	-2.84375	19.06250	19.29688	10.375	
7	-2.84375	-2.75000	19.06250	19.29688	9.464	
6	-3.50000	-3.31250	18.59375	19.06250	12.000	
6	-3.31250	-3.12500	18.59375	19.06250	12.000	
6	-3.50000	-3.31250	18.12500	18.59375	12.000	
6	-3.31250	-3.12500	18.12500	18.59375	12.000	
7	-3.12500	-3.03125	18.82812	19.06250	12.000	
7	-3.03125	-2.93750	18.82812	19.06250	11.753	
7	-3.12500	-3.03125	18.59375	18.82812	12.000	
7	-3.03125	-2.93750	18.59375	18.82812	11.759	
7	-2.93750	-2.84375	18.82812	19.06250	10.299	
7	-2.84375	-2.75000	18.82812	19.06250	9.139	
7	-2.93750	-2.84375	18.59375	18.82812	10.307	
7	-2.84375	-2.75000	18.59375	18.82812	8.948	
7	-3.12500	-3.03125	18.35938	18.59375	12.000	
7	-3.03125	-2.93750	18.35938	18.59375	11.887	
7	-3.12500	-3.03125	18.12500	18.35938	12.000	
7	-3.03125	-2.93750	18.12500	18.35938	11.935	
7	-2.93750	-2.84375	18.35938	18.59375	10.151	
7	-2.84375	-2.75000	18.35938	18.59375	8.891	
7	-2.93750	-2.84375	18.12500	18.35938	10.255	
7	-2.84375	-2.75000	18.12500	18.35938	8.876	
7	-2.75000	-2.65625	19.76562	20.00000	11.137	
7	-2.65625	-2.56250	19.76562	20.00000	11.659	
7	-2.75000	-2.65625	19.53125	19.76562	10.351	
7	-2.65625	-2.56250	19.53125	19.76562	10.870	
7	-2.56250	-2.46875	19.76562	20.00000	11.997	
7	-2.46875	-2.37500	19.76562	20.00000	12.000	
7	-2.56250	-2.46875	19.53125	19.76562	11.616	
7	-2.46875	-2.37500	19.53125	19.76562	12.000	
7	-2.75000	-2.65625	19.29688	19.53125	9.630	
7	-2.65625	-2.56250	19.29688	19.53125	9.842	
7	-2.75000	-2.65625	19.06250	19.29688	9.035	
7	-2.65625	-2.56250	19.06250	19.29688	9.128	
7	-2.56250	-2.46875	19.29688	19.53125	10.632	
7	-2.46875	-2.37500	19.29688	19.53125	11.708	
7	-2.56250	-2.46875	19.06250	19.29688	9.635	
7	-2.46875	-2.37500	19.06250	19.29688	10.821	
6	-2.37500	-2.18750	19.53125	20.00000	12.000	
6	-2.18750	-2.00000	19.53125	20.00000	12.000	
7	-2.37500	-2.28125	19.29688	19.53125	12.000	
7	-2.28125	-2.18750	19.29688	19.53125	12.000	
7	-2.37500	-2.28125	19.06250	19.29688	11.891	
7	-2.28125	-2.18750	19.06250	19.29688	12.000	
6	-2.18750	-2.00000	19.06250	19.53125	12.000	
7	-2.75000	-2.65625	18.82812	19.06250	8.549	
7	-2.65625	-2.56250	18.82812	19.06250	8.403	
7	-2.75000	-2.65625	18.59375	18.82812	8.179	
7	-2.65625	-2.56250	18.59375	18.82812	7.871	
7	-2.56250	-2.46875	18.82812	19.06250	8.918	
7	-2.46875	-2.37500	18.82812	19.06250	9.729	
7	-2.56250	-2.46875	18.59375	18.82812	8.022	
7	-2.46875	-2.37500	18.59375	18.82812	8.684	
7	-2.75000	-2.65625	18.35938	18.59375	7.830	
7	-2.65625	-2.56250	18.35938	18.59375	7.350	
7	-2.75000	-2.65625	18.12500	18.35938	7.594	
7	-2.65625	-2.56250	18.12500	18.35938	6.967	
7	-2.56250	-2.46875	18.35938	18.59375	7.351	
7	-2.46875	-2.37500	18.35938	18.59375	7.914	
7	-2.56250	-2.46875	18.12500	18.35938	6.773	
7	-2.46875	-2.37500	18.12500	18.35938	6.991	
7	-2.37500	-2.28125	18.82812	19.06250	10.979	
7	-2.28125	-2.18750	18.82812	19.06250	11.972	
7	-2.37500	-2.28125	18.59375	18.82812	9.898	
7	-2.28125	-2.18750	18.59375	18.82812	11.424	
7	-2.18750	-2.09375	18.82812	19.06250	12.000	
7	-2.09375	-2.00000	18.82812	19.06250	12.000	
7	-2.18750	-2.09375	18.59375	18.82812	12.000	
7	-2.09375	-2.00000	18.59375	18.82812	12.000	
7	-2.37500	-2.28125	18.35938	18.59375	8.840	
7	-2.28125	-2.18750	18.35938	18.59375	10.393	
7	-2.37500	-2.28125	18.12500	18.35938	7.928	
7	-2.28125	-2.18750	18.12500	18.35938	9.136	
7	-2.18750	-2.09375	18.35938	18.59375	11.801	
7	-2.09375	-2.00000	18.35938	18.59375	12.000	
7	-2.18750	-2.09375	18.12500	18.35938	10.813	
7	-2.09375	-2.00000	18.12500	18.35938	11.989	
5	-3.50000	-3.12500	17.18750	18.12500	12.000	
7	-3.12500	-3.03125	17.89062	18.12500	12.000	
7	-3.03125	-2.93750	17.89062	18.12500	11.988	
7	-3.12500	-3.03125	17.65625	17.89062	12.000	
7	-3.03125	-2.93750	17.65625	17.89062	12.000	
7	-2.93750	-2.84375	17.89062	18.12500	10.696	
7	-2.84375	-2.75000	17.89062	18.12500	8.802	
7	-2.93750	-2.84375	17.65625	17.89062	10.824	
7	-2.84375	-2.75000	17.65625	17.89062	9.004	
7	-3.12500	-3.03125	17.42188	17.65625	12.000	
7	-3.03125	-2.93750	17.42188	17.65625	12.000	
7	-3.12500	-3.03125	17.18750	17.42188	12.000	
7	-3.03125	-2.93750	17.18750	17.42188	12.000	
7	-2.93750	-2.84375	17.42188	17.65625	11.241	
7	-2.84375	-2.75000	17.42188	17.65625	9.186	
7	-2.93750	-2.84375	17.18750	17.42188	11.648	
7	-2.84375	-2.75000	17.18750	17.42188	9.630	
5	-3.50000	-3.12500	16.25000	17.18750	12.000	
7	-3.12500	-3.03125	16.95312	17.18750	12.000	
7	-3.03125	-2.93750	16.95312	17.18750	12.000	
7	-3.12500	-3.03125	16.71875	16.95312	12.000	
7	-3.03125	-2.93750	16.71875	16.95312	12.000	
7	-2.93750	-2.84375	16.95312	17.18750	11.845	
7	-2.84375	-2.75000	16.95312	17.18750	10.050	
7	-2.93750	-2.84375	16.71875	16.95312	11.976	
7	-2.84375	-2.75000	16.71875	16.95312	10.479	
6	-3.12500	-2.93750	16.25000	16.71875	12.000	
7	-2.93750	-2.84375	16.48438	16.71875	12.000	
7	-2.84375	-2.75000	16.48438	16.71875	11.012	
7	-2.93750	-2.84375	16.25000	16.48438	12.000	
7	-2.84375	-2.75000	16.25000	16.48438	11.476	
7	-2.75000	-2.65625	17.89062	18.12500	7.494	
7	-2.65625	-2.56250	17.89062	18.12500	6.630	
7	-2.75000	-2.65625	17.65625	17.89062	7.367	
7	-2.65625	-2.56250	17.65625	17.89062	6.381	
7	-2.56250	-2.46875	17.89062	18.12500	6.273	
7	-2.46875	-2.37500	17.89062	18.12500	6.396	
7	-2.56250	-2.46875	17.65625	17.89062	5.837	
7	-2.46875	-2.37500	17.65625	17.89062	5.874	
7	-2.75000	-2.65625	17.42188	17.65625	7.469	
7	-2.65625	-2.56250	17.42188	17.65625	6.338	
7	-2.75000	-2.65625	17.18750	17.42188	7.548	
7	-2.65625	-2.56250	17.18750	17.42188	6.158	
7	-2.56250	-2.46875	17.42188	17.65625	5.514	
7	-2.46875	-2.37500	17.42188	17.65625	5.314	
7	-2.56250	-2.46875	17.18750	17.42188	5.308	
7	-2.46875	-2.37500	17.18750	17.42188	4.921	
7	-2.37500	-2.28125	17.89062	18.12500	7.002	
7	-2.28125	-2.18750	17.89062	18.12500	8.060	
7	-2.37500	-2.28125	17.65625	17.89062	6.161	
7	-2.28125	-2.18750	17.65625	17.89062	7.080	
7	-2.18750	-2.09375	17.89062	18.12500	9.814	
7	-2.09375	-2.00000	17.89062	18.12500	11.661	
7	-2.18750	-2.09375	17.65625	17.89062	8.641	
7	-2.09375	-2.00000	17.65625	17.89062	10.416	
7	-2.37500	-2.28125	17.42188	17.65625	5.653	
7	-2.28125	-2.18750	17.42188	17.65625	6.316	
7	-2.37500	-2.28125	17.18750	17.42188	4.967	
7	-2.28125	-2.18750	17.18750	17.42188	5.549	
7	-2.18750	-2.09375	17.42188	17.65625	7.488	
7	-2.09375	-2.00000	17.42188	17.65625	9.455	
7	-2.18750	-2.09375	17.18750	17.42188	6.494	
7	-2.09375	-2.00000	17.18750	17.42188	8.254	
7	-2.75000	-2.65625	16.95312	17.18750	7.957	
7	-2.65625	-2.56250	16.95312	17.18750	6.274	
7	-2.75000	-2.65625	16.71875	16.95312	8.108	
7	-2.65625	-2.56250	16.71875	16.95312	6.451	
7	-2.56250	-2.46875	16.95312	17.18750	5.218	
7	-2.46875	-2.37500	16.95312	17.18750	4.595	
7	-2.56250	-2.46875	16.71875	16.95312	5.149	
7	-2.46875	-2.37500	16.71875	16.95312	4.357	
7	-2.75000	-2.65625	16.48438	16.71875	8.561	
7	-2.65625	-2.56250	16.48438	16.71875	6.625	
7	-2.75000	-2.65625	16.25000	16.48438	9.233	
7	-2.65625	-2.56250	16.25000	16.48438	6.854	
7	-2.56250	-2.46875	16.48438	16.71875	5.175	
7	-2.46875	-2.37500	16.48438	16.71875	4.218	
7	-2.56250	-2.46875	16.25000	16.48438	5.319	
7	-2.46875	-2.37500	16.25000	16.48438	4.215	
7	-2.37500	-2.28125	16.95312	17.18750	4.471	
7	-2.28125	-2.18750	16.95312	17.18750	4.896	
7	-2.37500	-2.28125	16.71875	16.95312	4.078	
7	-2.28125	-2.18750	16.71875	16.95312	4.297	
7	-2.18750	-2.09375	16.95312	17.18750	5.722	
7	-2.09375	-2.00000	16.95312	17.18750	7.151	
7	-2.18750	-2.09375	16.71875	16.95312	5.107	
7	-2.09375	-2.00000	16.71875	16.95312	6.163	
7	-2.37500	-2.28125	16.48438	16.71875	3.764	
7	-2.28125	-2.18750	16.48438	16.71875	3.805	
7	-2.37500	-2.28125	16.25000	16.48438	3.520	
7	-2.28125	-2.18750	16.25000	16.48438	3.369	
7	-2.18750	-2.09375	16.48438	16.71875	4.284	
7	-2.09375	-2.00000	16.48438	16.71875	5.176	
7	-2.18750	-2.09375	16.25000	16.48438	3.692	
7	-2.09375	-2.00000	16.25000	16.48438	4.564	
3	-5.00000	-3.50000	12.50000	16.25000	12.000	
5	-3.50000	-3.12500	15.31250	16.25000	12.000	
6	-3.12500	-2.93750	15.78125	16.25000	12.000	
7	-2.93750	-2.84375	16.01562	16.25000	12.000	
7	-2.84375	-2.75000	16.01562	16.25000	11.739	
7	-2.93750	-2.84375	15.78125	16.01562	12.000	
7	-2.84375	-2.75000	15.78125	16.01562	12.000	
6	-3.12500	-2.93750	15.31250	15.78125	12.000	
7	-2.93750	-2.84375	15.54688	15.78125	12.000	
7	-2.84375	-2.75000	15.54688	15.78125	12.000	
7	-2.93750	-2.84375	15.31250	15.54688	12.000	
7	-2.84375	-2.75000	15.31250	15.54688	12.000	
5	-3.50000	-3.12500	14.37500	15.31250	12.000	
6	-3.12500	-2.93750	14.84375	15.31250	12.000	
6	-2.93750	-2.75000	14.84375	15.31250	12.000	
6	-3.12500	-2.93750	14.37500	14.84375	12.000	
7	-2.93750	-2.84375	14.60938	14.84375	12.000	
7	-2.84375	-2.75000	14.60938	14.84375	12.000	
7	-2.93750	-2.84375	14.37500	14.60938	12.000	
7	-2.84375	-2.75000	14.37500	14.60938	12.000	
7	-2.75000	-2.65625	16.01562	16.25000	9.712	
7	-2.65625	-2.56250	16.01562	16.25000	7.341	
7	-2.75000	-2.65625	15.78125	16.01562	10.313	
7	-2.65625	-2.56250	15.78125	16.01562	7.996	
7	-2.56250	-2.46875	16.01562	16.25000	5.634	
7	-2.46875	-2.37500	16.01562	16.25000	4.275	
7	-2.56250	-2.46875	15.78125	16.01562	6.007	
7	-2.46875	-2.37500	15.78125	16.01562	4.398	
7	-2.75000	-2.65625	15.54688	15.78125	11.156	
7	-2.65625	-2.56250	15.54688	15.78125	8.610	
7	-2.75000	-2.65625	15.31250	15.54688	11.758	
7	-2.65625	-2.56250	15.31250	15.54688	9.253	
7	-2.56250	-2.46875	15.54688	15.78125	6.248	
7	-2.46875	-2.37500	15.54688	15.78125	4.619	
7	-2.56250	-2.46875	15.31250	15.54688	6.768	
7	-2.46875	-2.37500	15.31250	15.54688	4.951	
